Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
40359644,09/23/2018 12:00:00 AM,09/18/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Other (Explain Below),10027,,,,,FREDERICK DOUGLASS BOULEVARD,WEST 123 STREET,INTERSECTION,NEW YORK,,N/A,Pending,10/23/2018 12:13:53 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/23/2018 12:17:41 PM,10 MANHATTAN,,MANHATTAN,997503,233971,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.808862244482256,-73.95212551389346,"(40.808862244482256, -73.95212551389346)"
40360673,09/23/2018 12:00:00 AM,09/24/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11236,940 EAST  104 STREET,EAST  104 STREET,FLATLANDS AVENUE,AVENUE J,,,ADDRESS,BROOKLYN,,N/A,Closed,10/23/2018 07:54:43 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/24/2018 12:00:00 AM,18 BROOKLYN,3082110057,BROOKLYN,1013498,174759,PHONE,Unspecified,BROOKLYN,,,,,,,,40.64630143377057,-73.89460335922645,"(40.64630143377057, -73.89460335922645)"
40384385,09/26/2018 12:00:00 AM,09/28/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,11203,823 EAST   45 STREET,EAST   45 STREET,AVENUE D,FOSTER AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,10/26/2018 05:15:23 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/28/2018 12:00:00 AM,17 BROOKLYN,3049790072,BROOKLYN,1002544,172857,PHONE,Unspecified,BROOKLYN,,,,,,,,40.64111025594902,-73.93408178814659,"(40.64111025594902, -73.93408178814659)"
40385319,09/26/2018 12:00:00 AM,09/28/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11212,110 RIVERDALE AVENUE,RIVERDALE AVENUE,HERZL STREET,AMBOY STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,10/26/2018 04:59:12 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/28/2018 12:00:00 AM,16 BROOKLYN,3035980030,BROOKLYN,1008465,179884,PHONE,Unspecified,BROOKLYN,,,,,,,,40.66038362515665,-73.91272161394636,"(40.66038362515665, -73.91272161394636)"
40385380,09/26/2018 05:38:17 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,10461,1440 WILLIAMSBRIDGE ROAD,WILLIAMSBRIDGE ROAD,HALPERIN AVENUE,ST RAYMOND AVENUE,,,ADDRESS,BRONX,,N/A,Pending,10/26/2018 05:38:17 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/26/2018 05:43:46 PM,10 BRONX,2040750005,BRONX,1027149,246491,PHONE,Unspecified,BRONX,,,,,,,,40.84313181605216,-73.84495385568626,"(40.84313181605216, -73.84495385568626)"
40386369,09/26/2018 12:00:00 AM,09/05/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11223,2001 EAST    9 STREET,EAST    9 STREET,AVENUE T,AVENUE U,,,ADDRESS,BROOKLYN,,N/A,Pending,10/26/2018 10:45:51 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/26/2018 10:51:17 AM,15 BROOKLYN,3071120001,BROOKLYN,994675,157920,PHONE,Unspecified,BROOKLYN,,,,,,,,40.600124065381294,-73.96245897708167,"(40.600124065381294, -73.96245897708167)"
40391424,09/26/2018 12:00:00 AM,09/20/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Catch Basin/Sewer,11368,110-23 56 AVENUE,56 AVENUE,CORONA AVENUE,CAROUSEL LOOP,,,ADDRESS,Corona,,N/A,Pending,10/26/2018 09:48:50 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/26/2018 09:52:13 PM,04 QUEENS,4020110023,QUEENS,1025437,209379,ONLINE,Unspecified,QUEENS,,,,,,,,40.74127769599946,-73.85136896373068,"(40.74127769599946, -73.85136896373068)"
40166287,09/01/2018 06:35:31 PM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11377,44-15 72 STREET,72 STREET,,,,,LATLONG,WOODSIDE,,N/A,Pending,10/01/2018 06:35:31 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/01/2018 06:38:35 PM,02 QUEENS,,QUEENS,1014117,209203,MOBILE,Unspecified,QUEENS,,,,,,,,40.74084009454658,-73.89222004530642,"(40.74084009454658, -73.89222004530642)"
40167222,09/01/2018 11:31:24 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11215,308 4 STREET,4 STREET,,,,,LATLONG,BROOKLYN,,N/A,Pending,10/01/2018 11:31:24 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/01/2018 11:34:29 AM,06 BROOKLYN,,BROOKLYN,988796,184098,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.67198206286005,-73.98361195632721,"(40.67198206286005, -73.98361195632721)"
40168609,09/01/2018 07:30:02 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10005,60 PINE STREET,PINE STREET,,,,,LATLONG,NEW YORK,,N/A,Pending,10/01/2018 07:30:02 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/01/2018 07:33:25 AM,01 MANHATTAN,,MANHATTAN,981985,196754,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.706720749134206,-74.00816943737621,"(40.706720749134206, -74.00816943737621)"
40373977,09/25/2018 12:00:00 AM,10/01/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10455,520 EAST  149 STREET,EAST  149 STREET,BROOK AVENUE,ST ANNS AVENUE,,,ADDRESS,BRONX,,N/A,Closed,10/25/2018 08:54:41 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/01/2018 12:00:00 AM,01 BRONX,2022750010,BRONX,1008002,236096,PHONE,Unspecified,BRONX,,,,,,,,40.81467278791339,-73.91419194153026,"(40.81467278791339, -73.91419194153026)"
40374522,09/26/2018 12:00:00 AM,09/27/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11205,955 BEDFORD AVENUE,BEDFORD AVENUE,,,,,LATLONG,BROOKLYN,,N/A,Closed,10/26/2018 01:06:28 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/27/2018 12:00:00 AM,Unspecified BROOKLYN,,BROOKLYN,996676,191181,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.69141573137892,-73.95519199491656,"(40.69141573137892, -73.95519199491656)"
40375079,09/25/2018 12:00:00 AM,09/25/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Building,10035,EAST 120 STREET,EAST 120 STREET,,,,,LATLONG,NEW YORK,,N/A,Closed,10/25/2018 02:23:01 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/25/2018 02:27:01 PM,Unspecified MANHATTAN,,MANHATTAN,1001375,230929,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.80050613667668,-73.93814625477964,"(40.80050613667668, -73.93814625477964)"
40375080,09/25/2018 12:00:00 AM,10/10/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Commercial Building,10036,16 WEST   48 STREET,WEST   48 STREET,5 AVENUE,ROCKEFELLER PLAZA,,,ADDRESS,NEW YORK,,N/A,Closed,10/25/2018 10:57:41 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/10/2018 12:00:00 AM,05 MANHATTAN,1012637501,MANHATTAN,990106,215289,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.757593124112354,-73.97886235628957,"(40.757593124112354, -73.97886235628957)"
40376079,09/25/2018 12:00:00 AM,09/19/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10002,299 BROOME STREET,BROOME STREET,ELDRIDGE STREET,FORSYTH STREET,,,ADDRESS,NEW YORK,,N/A,Pending,10/25/2018 06:36:07 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/25/2018 06:39:44 PM,03 MANHATTAN,1004180040,MANHATTAN,986433,201115,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.71869067582821,-73.99212490741853,"(40.71869067582821, -73.99212490741853)"
40376080,09/25/2018 12:00:00 AM,10/02/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10030,207 WEST  136 STREET,WEST  136 STREET,7 AVENUE,8 AVENUE,,,ADDRESS,NEW YORK,,N/A,Closed,10/25/2018 07:19:53 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/02/2018 12:00:00 AM,10 MANHATTAN,1019420026,MANHATTAN,999802,236661,PHONE,Unspecified,MANHATTAN,,,,,,,,40.81624179577525,-73.94381448864951,"(40.81624179577525, -73.94381448864951)"
40376159,09/25/2018 12:00:00 AM,09/11/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11237,315 HARMAN ST,HARMAN ST,,,,,LATLONG,BROOKLYN,,N/A,Pending,10/25/2018 10:03:45 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/25/2018 10:06:58 PM,Unspecified BROOKLYN,,BROOKLYN,1006843,194532,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.70059332970127,-73.91851869278761,"(40.70059332970127, -73.91851869278761)"
40376592,09/25/2018 12:00:00 AM,06/29/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10455,626 TRINITY AVENUE,TRINITY AVENUE,,,,,LATLONG,BRONX,,N/A,Pending,10/25/2018 05:57:51 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/25/2018 06:00:21 AM,Unspecified BRONX,,BRONX,1009441,236385,MOBILE,Unspecified,BRONX,,,,,,,,40.815462025468676,-73.9089922331328,"(40.815462025468676, -73.9089922331328)"
40376593,09/25/2018 12:00:00 AM,09/20/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11216,385A PUTNAM AVENUE,PUTNAM AVENUE,MARCY AVENUE,TOMPKINS AVENUE,,,ADDRESS,BROOKLYN,,N/A,Pending,10/25/2018 11:43:36 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/25/2018 11:45:50 AM,03 BROOKLYN,3018240065,BROOKLYN,999283,188673,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.68452780404964,-73.9457967828833,"(40.68452780404964, -73.9457967828833)"
40376594,09/25/2018 12:00:00 AM,09/17/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Vacant Lot,10002,159 LUDLOW STREET,LUDLOW STREET,RIVINGTON STREET,STANTON STREET,,,ADDRESS,NEW YORK,,N/A,Pending,10/25/2018 10:32:23 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/17/2018 12:00:00 AM,03 MANHATTAN,1004110019,MANHATTAN,987613,201980,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.72106452261362,-73.98786766847537,"(40.72106452261362, -73.98786766847537)"
40376649,09/25/2018 12:00:00 AM,09/27/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,11226,530 PARKSIDE AVE,PARKSIDE AVE,,,,,LATLONG,BROOKLYN,,N/A,Closed,10/25/2018 11:23:43 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/27/2018 12:00:00 AM,Unspecified BROOKLYN,,BROOKLYN,996500,178099,MOBILE,Unspecified,BROOKLYN,,,,,,,,40.65550883036622,-73.95585042443716,"(40.65550883036622, -73.95585042443716)"
40377293,09/25/2018 12:00:00 AM,08/20/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10457,1515 SELWYN AVENUE,SELWYN AVENUE,EAST 172 STREET,EAST MT EDEN AVENUE,,,ADDRESS,BRONX,,N/A,Pending,10/25/2018 04:04:46 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/25/2018 04:08:00 PM,04 BRONX,2028190051,BRONX,1009067,245630,ONLINE,Unspecified,BRONX,,,,,,,,40.84083795474705,-73.910309187823,"(40.84083795474705, -73.910309187823)"
40377341,09/25/2018 12:00:00 AM,09/27/2018 06:30:17 PM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,3+ Family Apt. Building,10031,539 WEST  148 STREET,WEST  148 STREET,AMSTERDAM AVENUE,BROADWAY,,,ADDRESS,NEW YORK,,N/A,Closed,10/25/2018 09:27:38 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/27/2018 06:30:17 PM,09 MANHATTAN,1020800014,MANHATTAN,998820,240816,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.82764776782164,-73.94735318799134,"(40.82764776782164, -73.94735318799134)"
40377853,09/25/2018 12:00:00 AM,08/06/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Parking Lot/Garage,10037,60 WEST 142 STREET,WEST 142 STREET,,,,,LATLONG,NEW YORK,,N/A,Pending,10/25/2018 10:07:26 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/25/2018 10:10:00 PM,Unspecified MANHATTAN,,MANHATTAN,1001770,237091,MOBILE,Unspecified,MANHATTAN,,,,,,,,40.81741834100728,-73.93670347350559,"(40.81741834100728, -73.93670347350559)"
40377854,09/25/2018 12:00:00 AM,10/01/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11228,953 81 STREET,81 STREET,7 AVENUE,10 AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,10/25/2018 11:55:40 AM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,10/01/2018 12:00:00 AM,10 BROOKLYN,3059920057,BROOKLYN,979091,165714,PHONE,Unspecified,BROOKLYN,,,,,,,,40.621521622448846,-74.01858381010614,"(40.621521622448846, -74.01858381010614)"
40378406,09/25/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Public Garden,10034,577 ISHAM STREET,ISHAM STREET,BROADWAY,COOPER STREET,,,ADDRESS,NEW YORK,,N/A,Assigned,10/25/2018 04:44:44 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/25/2018 04:48:02 PM,12 MANHATTAN,1022430001,MANHATTAN,1006423,255616,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.868253571269136,-73.91983180031762,"(40.868253571269136, -73.91983180031762)"
40378470,09/25/2018 12:00:00 AM,,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,Public Garden,10013,125 WORTH STREET,WORTH STREET,LAFAYETTE STREET,CENTRE STREET,,,ADDRESS,NEW YORK,,N/A,Assigned,10/25/2018 05:54:11 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/25/2018 05:57:21 PM,01 MANHATTAN,1001680032,MANHATTAN,983509,199926,ONLINE,Unspecified,MANHATTAN,,,,,,,,40.71542739425466,-74.00267299949302,"(40.71542739425466, -74.00267299949302)"
40378472,09/25/2018 12:00:00 AM,08/14/2018 12:00:00 AM,DOHMH,Department of Health and Mental Hygiene,Rodent,Rat Sighting,1-2 Family Dwelling,11434,180-10 143 AVENUE,143 AVENUE,180 STREET,181 STREET,,,ADDRESS,Jamaica,,N/A,Pending,10/25/2018 03:25:51 PM,The Department of Health and Mental Hygiene will review your complaint to determine appropriate action.  Complaints of this type usually result in an inspection.  Please call 311 in 30 days from the date of your complaint for status,09/25/2018 03:31:53 PM,12 QUEENS,4130750044,QUEENS,1049808,183221,PHONE,Unspecified,QUEENS,,,,,,,,40.66933333361655,-73.76367663904908,"(40.66933333361655, -73.76367663904908)"
